BESTSTAT,BESTDATE,NAMEADDR,CASENO,BPAPPLNO,PROPUSE,BLKLOT,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFF,AFFNET,TOTAL_GSF,CIE,MED,MIPS,PDR,RET,VISIT,NET_GSF,CIENET,MEDNET,MIPSNET,PDRNET,RETNET,VISITNET,Entitlement,Alias,ZONING,ZONING_SIMPLIFY,HEIGHT,PLNNBRHOOD,PLNDISTRICT,SUPEDIST,SOURCE,PLANNER,FILEDATE,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,GEOGRAPHY
CONSTRUCTION,03/04/2015,166 WINFIELD ST,2012.0204,201110146866,1 FAMILY DWELLING,5617014,Resident,Variance request of the usable open space requirement P.C. Section 135,MAKING LOWER UNIT LEGAL. THEN EXPANDING IT INTO THE BASEMENT/GROUND FLOOR LEVEL. STAIRS WILL CONNECT,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,CASE TRACKING,,March 01 2012,Philip Carberry,Philip Carberry,415-244-6143,Approved,April 10 2013,"ROUGH FRAME, PA",March 04 2015,"(37.74260692310, -122.41873098100)"
CONSTRUCTION,01/23/2014,160 SAN MARCOS AV,2009.0085,200810315629,1 FAMILY DWELLING,2861011,Resident,To construct a three-story over garage single-family dwelling on a vacant lot.,"ERECT A 3-STORIES, SINGLE FAMILY RESIDENCE WITH 1 BASEMENT.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,West of Twin Peaks,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,January 28 2009,,,,,,"LATH, EXTERIOR",January 23 2014,"(37.74709320720, -122.46511539100)"
BP APPROVED,01/12/2015,1318 HAMPSHIRE ST,,201407312605,2 FAMILY DWELLING,4275001A,Resident,,"REMODEL INTERIOR OF (E) RESIDENTIAL BUILDING, INCLUDING KITCHENS & BATHS. ADD (1) RESIDENTIAL UNIT W",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,APPROVED,January 12 2015,"(37.75099660580, -122.40734378200)"
BP ISSUED,09/25/2013,1167 STANYAN ST,2008.0408,200803288274,1 FAMILY DWELLING,2630017,Resident,,TO ERECT SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,March 28 2008,,,,,,ISSUED,September 25 2013,"(37.76294430830, -122.45256816400)"
BP ISSUED,06/04/2015,2077 BANCROFT AV,,201405166001,1 FAMILY DWELLING,5426030,Resident,,"TO ERECT 2 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING BUILDING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,ISSUED,June 04 2015,"(37.73046520600, -122.40191624700)"
PL APPROVED,07/11/2013,3615 CESAR CHAVEZ ST,2009.0886,,,6575001,Mixed,"Construction of a new 145,000 sq.ft. St. Luke's Hospital at a height of 114 feet (6 stories); demolition of the existing St. Luke's Hospital after the new hospital is operational, and construction of a new medical office building/future expansion buildin",,0,0,0,0,533115,313115,0,220000,0,0,0,164617,-52983,0,217600,0,0,0,true,CPMC - ST. LUKE'S HOSPITAL,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,105-E,Bernal Heights,Bernal Heights,SUPERVISORIAL DISTRICT 9,CASE TRACKING,,,,,,Approved,July 11 2013,,,"(37.74716510290, -122.42088178500)"
CONSTRUCTION,12/09/2014,245 VALENCIA ST,2010.0681,201008038065,,3532091,CIE,The project proposes to construct a new Church at the subject site including a below grade off-street parking structure.,,0,0,0,0,50431,50431,0,0,0,0,0,13256,13256,0,0,0,0,0,true,,MODERATE SCALE NEIGHBORHOOD COMMERCIAL TRANSIT DISTRICT,NCT-3,50-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,CASE TRACKING,EJACKSON,August 12 2010,John Goldman,John Goldman,415-391-1339,APPR/WC,September 22 2011,REINFORCING STE,December 09 2014,"(37.76877737390, -122.42180637000)"
PL APPROVED,06/20/2013,1759 LINCOLN WY,2011.0099,,,1732043,Retail/Ent,Demolish exiting service station building of approx. 2350 square feet and reconstruct a new building of approx. 3700 square foot building containing a convenience store and automatic car wash. Alterations to the existing pumps and tanks is not proposed.,,0,0,0,0,3700,0,0,0,0,3700,0,1100,0,0,0,0,1100,0,true,,"RESIDENTIAL- MIXED, MODERATE DENSITY",RM-2,40-X,Inner Sunset,Inner Sunset,SUPERVISORIAL DISTRICT 4,CASE TRACKING,SVELLVE,February 03 2011,Ahmad Mohazab,Ahmad Mohazab,415-362-5857,Approved,June 20 2013,,,"(37.76519858680, -122.47688907000)"
BP ISSUED,11/18/2013,603 7th Street,2012.0559,201204248957,,3784015,Retail/Ent,"Demolish existing structure adn construct new 5,500sf or retail space.\",,0,0,0,0,6500,0,0,0,0,6500,0,4666,0,0,0,0,4666,0,true,,SERVICE/ARTS/LIGHT INDUSTRIAL,SALI,40/55-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,HKLINE,April 26 2012,Dayna Desmond,Dayna Desmond,747-8591,,,ISSUED,November 18 2013,"(37.77302947960, -122.40284835500)"
CONSTRUCTION,06/02/2015,270 BRANNAN ST,2012.0799,201312174402,,3774026,MIPS,"Demolition of existing building on lot and construction of a new six-story commercial office building containing approximately 189,000 square feet of office uses and an approximately 13,000 square foot sub-grade parking garage containing 16 off-street pa","TO ERECT 7 STORIES, 1 BASEMENT, OFFICE, PARKING, ASSEMBLY BUILDING.",0,0,0,0,171650,0,0,171650,0,0,0,154300,0,0,154300,0,0,0,true,,MIXED USE-OFFICE,MUO,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,,August 28 2012,c/o John Ramsbacher,c/o Dan Kingsley,421-8200x212,Approved,August 19 2013,REINFORCING STE,June 02 2015,"(37.78296028940, -122.39155477700)"
PL APPROVED,06/17/2009,690 05TH ST,2006.0091,,,3785003,Visitor,"Proposed project would demolish the existing office building and its associated parking and construct a new 75 room hotel and 5,000 cafe/bar. The building would be approximately 65 feet in height , 46,000 sq. ft. and would include 27 below-grade parking",,0,0,0,0,46000,0,0,0,0,5000,41000,32500,0,0,-13500,0,5000,41000,true,,WSOMA MIXED USE-OFFICE,WMUO,85-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,,January 24 2006,Mark Seiler,Circe Sher,538-7012,CEQA,,,,"(37.77534800520, -122.39767569700)"
BP ISSUED,03/12/2015,522 08TH AV,,201310310802,2 FAMILY DWELLING,1550045,Resident,,VERTICAL & HORIZONTAL REAR ADDITION OF (E) BUILDING. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS BUILD,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Inner Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,ISSUED,March 12 2015,"(37.77852997790, -122.46592362500)"
BP ISSUED,05/07/2015,2670 21ST AV,,201412304734,2 FAMILY DWELLING,2476034,Resident,,"LEGALIZATION OF DWELLING UNIT PER ORDINANCE 43-14. RECONFIGURE KITCHEN & BATHS LAYOUT ON 1ST FLOOR,",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,ISSUED,May 07 2015,"(37.73793522780, -122.47715484900)"
BP REINSTATED,05/14/2014,987 DOLORES ST,,201405064989,1 FAMILY DWELLING,3631017,Resident,,"ERECT 2-STORY, TYPE 5, 0 BASEMENT, SINGLE DWELLING UNIT BUILDING.",7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,REINSTATED,May 14 2014,"(37.75367075760, -122.42491730100)"
BP ISSUED,04/06/2015,89 BELGRAVE AV,,201308235158,,2688072,Resident,,"TO ERECT 3 STORY, 1 BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,Haight Ashbury,Central,SUPERVISORIAL DISTRICT 5,CASE TRACKING,ASTARR,,Lane McCauley,John  Cate,242-3330,,,ISSUED,April 06 2015,"(37.75936119360, -122.44971725100)"
BP ISSUED,05/13/2015,1267 NOE ST,,201408295126,2 FAMILY DWELLING,6553024,Resident,,"VERTICAL ADDITION OF NEW 3RD FL TO INCLUDE INTERIOR STAIR, 2 BEDRMS & 2 BATHRMS.(N) RAILING & FIRE W",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,ISSUED,May 13 2015,"(37.74873708660, -122.43132742600)"
BP ISSUED,02/27/2015,379 LISBON ST,,201408194209,2 FAMILY DWELLING,6080027,Resident,,REVISE APP#201406198871 TO LEGALIZE DWELLING UNIT INSTALLED WITHOUT PERMIT UNDER ORDINANCE NO 43-14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,ISSUED,February 27 2015,"(37.72221531070, -122.43310047900)"
CONSTRUCTION,12/31/2013,1927 ALEMANY BL,,201012106469,1 FAMILY DWELLING,6959030,Resident,,"TO ERECT 2 STORIES, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Outer Mission,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,REINSPECT REQUI,December 31 2013,"(37.72094897470, -122.43868077600)"
PL APPROVED,07/10/2014,132 CORBETT AV,2014.0016,,,2652010,Resident,Variance request to create a second dwelling unit within the rear yard requirement.,,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Castro/Upper Market,Central,SUPERVISORIAL DISTRICT 8,CASE TRACKING,TCHANG,January 03 2014,Jean Miu,Jeff Burris,415 336-5143,Approved,July 10 2014,,,"(37.76186080480, -122.44127466700)"
BP ISSUED,05/21/2015,2332 TARAVAL ST,,201401287236,APARTMENTS,2362019,Resident,,WORK ON SECOND FLR. CHANGE DANCE STUDIO INTO ONE RESIDENTIAL UNIT.  APPLY FOR PARKING REDUCTION. SIT,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,TARAVAL STREET NEIGHBORHOOD COMMERCIAL DISTRICT,NCD,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,ISSUED,May 21 2015,"(37.74260872660, -122.49135239200)"
CONSTRUCTION,04/06/2015,778 VALLEJO ST,,201311051179,APARTMENTS,130020,Resident,,PROPOSED CONVERSION OF (E) STORAGE TO CONDITION LIVINGS SPACE TO ACCOMADATE ONE ADDITIONAL UNIT @ 1S,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,NORTH BEACH NEIGHBORHOOD COMMERCIAL,NCD,40-X,Russian Hill,Northeast,SUPERVISORIAL DISTRICT 3,PERMIT TRACKING,,,,,,,,OK TO POUR,April 06 2015,"(37.79860752620, -122.41010232600)"
PL APPROVED,03/12/2014,75 LANSING ST,2013.0981,,,3749184,Resident,Variance request to the open space requirement of P.C. Sec. 827.49 to permit the conversion of 1 of 3 commercial units to a residential unit (1 br).,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RINCON HILL DOWNTOWN RESIDENTIAL,RH DTR,65-X,South of Market,South of Market,SUPERVISORIAL DISTRICT 6,CASE TRACKING,BFU,July 25 2013,Larry & Janie Tarter,Larry & Janie Tarter,650-455-1668,Approved,March 12 2014,,,"(37.78572623360, -122.39418009500)"
CONSTRUCTION,01/08/2014,262 MADISON ST,2008.1203,200711077585,1 FAMILY DWELLING,5943050,Resident,,BLDG 1 - CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,November 07 2007,,,,,,OK TO COVER,January 08 2014,"(37.72572244580, -122.42280357400)"
CONSTRUCTION,03/12/2014,1340 ALABAMA ST,,201312134188,2 FAMILY DWELLING,4271008,Resident,,EXTENSION OF NORTH WALL TO SAME AREA AS NEIGHBORS LIGHT WELL. REFERENCE APPL #201208177711.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,SITE VERIFICATI,March 12 2014,"(37.75022553620, -122.41100541200)"
BP ISSUED,04/21/2015,2695 45TH AV,,201408284951,2 FAMILY DWELLING,2451002,Resident,,"ONE UNIT LEGALIZATION PER ORDINANCE 43-14. THREE BEDROOM, ONE BATHROOM, ONE FAMILY PER PA #200303119",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Parkside,Outer Sunset,SUPERVISORIAL DISTRICT 4,PERMIT TRACKING,,,,,,,,ISSUED,April 21 2015,"(37.73636224110, -122.50345235400)"
CONSTRUCTION,05/15/2015,72 CASELLI AV,,201407141153,APARTMENTS,2691019,Resident,,CONVERT ILLEGAL DWELLING UNIT TO LEGAL UNIT PER ORDINANCE NO. 43-14. REVISION TO PA#201305308235. CO,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Castro/Upper Market,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,"ROUGH FRAME, PA",May 15 2015,"(37.75993674480, -122.44097755200)"
CONSTRUCTION,04/21/2015,287 CRESTA VISTA DR,,201302069581,1 FAMILY DWELLING,2993088,Resident,,"ERECT 2-STORY, TYPE 5, SINGLE FAMILY DWELLING BLDG.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,West of Twin Peaks,Ingleside,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,START WORK,April 21 2015,"(37.73569349160, -122.45353081000)"
BP ISSUED,11/12/2014,413 SHRADER ST,,201401176600,2 FAMILY DWELLING,1227003,Resident,,REMODEL INTERIOR OF (E) BLDING AS INDICATED ON PLANS. REPLACE (E) WINDOWS WITH NEW WINDOWS TO MATCH,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, MODERATE DENSITY",RM-2,40-X,Haight Ashbury,Buena Vista,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,ISSUED,November 12 2014,"(37.77073881300, -122.45246114900)"
BP ISSUED,08/21/2014,53 MANZANITA AV,2013.1598,201305096539,2 FAMILY DWELLING,1043009,Resident,,THIS WORK WILL RESULT IN CREATION OF A NEW UNIT. CONSTRUCT NEW KITCHEN. CONSTRUCT 2 WOOD STUD-FRAMED,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Presidio Heights,Richmond,SUPERVISORIAL DISTRICT 2,PERMIT TRACKING,,,,,,,,ISSUED,August 21 2014,"(37.78500349360, -122.45135504600)"
BP APPROVED,04/07/2015,2014 10TH AV,,201407292392,2 FAMILY DWELLING,2129001C,Resident,,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,West of Twin Peaks,Inner Sunset,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,APPROVED,April 07 2015,"(37.75060081170, -122.46618066400)"
CONSTRUCTION,05/07/2015,564 FELL ST,2013.116,201303283325,APARTMENTS,819011,Resident,,PROPOSED VERTICAL ADDITION TO ACCOMODATE ONE (N) ADDITIONAL UNIT AT (N) 4TH FL. PROPOSED IN FILL OF,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,RESIDENTIAL TRANSIT ORIENTED DISTRICT,RTO,40-X,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 5,PERMIT TRACKING,,,,,,,,ROUGH FRAME,May 07 2015,"(37.77559725850, -122.42712774100)"
BP ISSUED,10/31/2014,2356 BRYANT ST,,201311273026,APARTMENTS,4145012,Resident,,2 STORY REAR ADDITION. CONVERT 1ST FLOOR USABLE AREA INTO NEW RESIDENTIAL UNIT & EXPAND INTO GARAGE.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,ISSUED,October 31 2014,"(37.75664527570, -122.40981559300)"
BP ISSUED,09/25/2014,1302 YORK ST,,201310119147,APARTMENTS,4274001,Resident,,CHANGE OF USE FROM R3 2-UNIT RESIDENTIAL TO R2 3-UNIT RESIDENTIAL. CONVERT 1ST FL (E) LIVING SPACE I,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, THREE FAMILY",RH-3,40-X,Mission,Mission,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,ISSUED,September 25 2014,"(37.75111467730, -122.40824996900)"
BP FILED,05/29/2013,571 21ST AV,2012.0482,201305298089,,1564013,Resident,"Add an vertical addition, convert existing attic to new 3rd story",VERTICAL ADDITION. (N) 3RD FLOOR-CONVERT SINGLE FAMILY HOUSE INTO 2 UNITS. 3RD FL CONSIST OF 3 BEDRO,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,CASE TRACKING,ASTARR,April 10 2012,Tony Lee,Tony Lee,415.640.6474,APPR/WC,February 13 2013,,,"(37.77710256220, -122.48054603100)"
BP ISSUED,12/22/2014,167 ALLISON ST,,201407070555,2 FAMILY DWELLING,6466015,Resident,,"LEGALIZE IN-LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14. TO COMPLY W/DBI NOV#20147591.
",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Crocker Amazon,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,ISSUED,December 22 2014,"(37.71291978040, -122.44148808900)"
BP ISSUED,04/30/2012,1877 CHURCH ST,2011.0722,201103182398,2 FAMILY DWELLING,6656029,Resident,,RENOVATE GROUND FLOOR INTO A DWELLING UNIT. A HORIONTAL ADDITION @ THE REAR OF 302 SQ FT. INTERIOR R,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Glen Park,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,ISSUED,April 30 2012,"(37.74033215240, -122.42637393500)"
CONSTRUCTION,05/10/2013,322 29TH AV,,201106238762,2 FAMILY DWELLING,1405045,Resident,,CONVERT SINGLE DWELLING UNIT INTO 2 UNITS RESIDENTIAL W/ ADDITION TO REAR OF BUILDING INCLUDING NEW,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Outer Richmond,Richmond,SUPERVISORIAL DISTRICT 1,PERMIT TRACKING,,,,,,,,"LATH, EXTERIOR",May 10 2013,"(37.78321937930, -122.48892683400)"
BP ISSUED,06/04/2015,477 EUCALYPTUS DR,,201302281136,1 FAMILY DWELLING,7295018,Resident,,"TO ERECT 3 STORIES, TYPE 5-B, SINGLE FAMILY DWELLING.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",RH-1(D),40-X,Lakeshore,Ingleside,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,ISSUED,June 04 2015,"(37.73050337920, -122.47838613800)"
CONSTRUCTION,02/02/2015,2 FLOOD AV,,201303202580,1 FAMILY DWELLING,6774012,Resident,,ERECT 3 STORIES SINGLE FAMILY DWELLING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Outer Mission,Ingleside,SUPERVISORIAL DISTRICT 7,PERMIT TRACKING,,,,,,,,OK TO COVER,February 02 2015,"(37.73017000110, -122.44065558800)"
CONSTRUCTION,02/03/2015,262 UNIVERSITY ST,,201212196559,1 FAMILY DWELLING,5972040,Resident,,ERECT 3 STORY SINGLE FAMILY DWELLING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 9,PERMIT TRACKING,,,,,,,,SHEETROCK NAILI,February 03 2015,"(37.72667371000, -122.41439439500)"
CONSTRUCTION,05/13/2015,928 TOLAND ST,,201301248656,OFFICE,5597A001,PDR,,TO ERECT 1 STORY COMMERCIAL BUILDING.,0,0,0,0,5500,0,0,0,5500,0,0,5500,0,0,0,5500,0,0,true,,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",PDR-2,65-J,Bayview,South Bayshore,SUPERVISORIAL DISTRICT 10,PERMIT TRACKING,,,,,,,,"LATH, EXTERIOR",May 13 2015,"(37.74162370040, -122.40154720700)"
PL FILED,03/25/2015,915 - 935 MINNA ST,2015-002600PRJ,,,3510058,Resident,"Proposed new construction of a residential building (4 stories above ground).

The PPA was submitted on 3/2/15 and the 90 day deadline is 5/31/2015.",,37,37,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RESIDENTIAL ENCLAVE-MIXED,RED-MX,45-X,South of Market,Downtown,SUPERVISORIAL DISTRICT 6,CASE TRACKING,DVU,March 18 2015,Equity Community Builders,,4156516200,FILED,March 25 2015,,,"(37.77428673260, -122.41579957400)"
BP ISSUED,03/26/2015,54 NAPLES ST,,201407252175,2 FAMILY DWELLING,5949008,Resident,,UNIT LEGALIZATION PER ORDINANCE 43-14. COMPLY WITH NOV 201467981. REBUILD IN KIND REAR DECK WITH PRE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, ONE FAMILY",RH-1,40-X,Excelsior,South Central,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,ISSUED,March 26 2015,"(37.72794202360, -122.42618600000)"
PL APPROVED,01/08/2013,601 BRODERICK ST,2012.0871,,,1183010,Resident,"Change of use, converting from church to single family dwelling with interior remodeling.",,1,1,0,0,0,0,0,0,0,0,0,-4085,-4085,0,0,0,0,0,true,,"RESIDENTIAL- MIXED, LOW DENSITY",RM-1,40-X,Haight Ashbury,Western Addition,SUPERVISORIAL DISTRICT 5,CASE TRACKING,ASTARR,July 10 2012,Roman Rettner,Roman Rettner,415.867.2181,APPR/WC,January 08 2013,,,"(37.77583740880, -122.43997453900)"
CONSTRUCTION,07/01/2013,188 BROAD ST,,201205039740,2 FAMILY DWELLING,7107023,Resident,,"NEW RESIDENTIAL UNIT TO BE ADDED @  GROUND FLOOR PER PLAN WITH 3 BEDROOMS, 3 BATHROOMS. 1 KITCHEN &",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Ocean View,Ingleside,SUPERVISORIAL DISTRICT 11,PERMIT TRACKING,,,,,,,,REINSPECT REQUI,July 01 2013,"(37.71342445410, -122.45862306300)"
CONSTRUCTION,05/18/2015,2538 03RD ST,2013.0725,201209048832,,4172006,Resident,Variance request to the rear yard requirements of P.C. Sec. 134.,CHANGE OF USE. RENOVATING (E) STRUCTURE INTO SINGLE FAMILY DWELLING WITHOUT ALTERING (E) BUILDING EN,1,1,0,0,0,0,0,0,0,0,0,-2051,0,0,0,-2051,0,0,true,,NEIGHBORHOOD COMMERCIAL TRANSIT-2,NCT-2,45-X,Potrero Hill,South of Market,SUPERVISORIAL DISTRICT 10,CASE TRACKING,BBENDIX,June 05 2013,Lev Bereznycky,Lev Bereznycky,415-601-1578,,,NO ENTRY/NO PRO,May 18 2015,"(37.75739135690, -122.38856341300)"
CONSTRUCTION,08/04/2014,4372 25TH ST,2012.0396,201112120494,2 FAMILY DWELLING,6540021,Resident,,RENOVATE (E) 2-STORY SF RESIDENCE TO INCL A HORIZONTAL & VERTICAL ADDITION AND (N) 2ND UNIT INCL DEM,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"RESIDENTIAL- HOUSE, TWO FAMILY",RH-2,40-X,Noe Valley,Central,SUPERVISORIAL DISTRICT 8,PERMIT TRACKING,,,,,,,,NO ENTRY/NO PRO,August 04 2014,"(37.74970874220, -122.43773949000)"
BP ISSUED,06/30/2014,1551  FRANKLIN ST,2011.0262,201106228677,,665002,Resident,add 1 additional residential unit to a 3-unit 3.5 story building.,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",NC-3,130-E,Western Addition,Western Addition,SUPERVISORIAL DISTRICT 2,CASE TRACKING,ASTARR,April 25 2011,Marc Ojanen,Marc Ojanen,288-3397,Approved,June 06 2011,ISSUED,June 30 2014,"(37.78896526490, -122.42398482900)"
