,Unnamed: 0,actdate,action,action_seq,address,aff,aff_dec,affnet,affordab_1,affordable,affordable_net,affordablenet,alias,apn,best_date,best_stat,beststat_group,block,bpapplno,building_type_id,caseno,centralsoma,cie,cie_existing,cie_net,cie_proposed,cienet,classified_neighborhood,contact,contactadd,contactcity,contactph,contactphone,cost,cult_inst_educ,dbi_actdate,dbi_action,dbi_filed,dbi_permit,dbi_permit_id,dbi_project_description,dbidesc,decdate,decision,descript,district,districtname,dname,entitled,entitlement,entitlementstatus,filedate,first_project_record_date,firstfiled,fullname,geography,height,height_lim,heightlimit,heightnum,industrial_existing,industrial_net,industrial_proposed,landuse,latest_project_record_date,latest_project_status,location,lot,med,medical,medical_existing,medical_net,medical_proposed,mednet,mips,mipsnet,neighborhood,net_added_sf,net_added_units,net_cult_inst_educ,net_gsf,net_medical,net_office,net_prod_dist_rep,net_ret_ent,net_visitor,new_rehab,objectid,office,office_existing,office_net,office_proposed,original_data_file,parking,parkingnet,pda,pdr,pdrnet,planarea,plandistrict,planner,planning_filed,planning_id,planning_project_description,planningdistrictscombo,pln_review,pln_reviewdate,plndesc,plndistrict,prod_dist_rep,project_dates,project_duration_days,project_statuses,propuse,report_quarter,report_year,ret,ret_ent,retailcomm_existing,retailcomm_net,retailcomm_proposed,retnet,sitearea,sizecat,sort,source,sponsor,sponsor_firm,sponsor_name,standardaddress,status_group,statusgroup,supdist,supedist,taz,tempselect,total_gsf,total_gsf_commercial,totalsqftestim,traffic_analysis_zone,units,unitsnet,visit,visitnet,visitor,visitor_existing,visitor_net,visitor_proposed,x,y,zonename,zoning,zoning_gen,zoning_generalized,zoning_sim,zoning_simplified,zoningdistrictname
10025,10025,August 06 2014,REINSTATED,,306 UNIVERSITY ST,0.0,,0.0,,,,,,5991003,2014-08-06,BP REINSTATED,,,201407302511.0,,,,0.0,,,,0.0,Portola,,,,,,,,,,,,,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",,,,South Central,"RESIDENTIAL- HOUSE, ONE FAMILY",,,True,,,2014-08-06,,,"(37.72621400660, -122.41420632300)",40-X,,,,,,,Resident,2014-08-06,BP REINSTATED,,,0.0,,,,,0.0,0.0,0.0,Excelsior,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2014-08-06', '2014-08-06', '2014-08-06')",0.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED')",1 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 9,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.726214006599996,-122.41420632299999,,,,,RH-1,,
7683,7683,,,,147 SOUTH PARK AV,,,,,,,,,3775031,2014-09-19,CONSTRUCTION,Construction,,,,,,,,,,,Financial District,,366 Brannan Street,"San Francisco, CA  94107",,415-392-6463,,,,,17-Feb-11,201102170507,,ERECT 4 STORIES OF 2 DWELLING UNITS. TYPE 5,,,,,,,,,,-1,,2014-09-19,20-Oct-10,Jim Bruno 415-392-6463,,,,40-X,40.0,,,,Mixres,2014-09-19,CONSTRUCTION,"147 South Park Av
(37.781080199999998, -122.3943111)",,,,,,,,,,East SoMa,1286.0,1.0,,,,,,1286.0,,,4300.0,,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_3.csv,,,San Francisco: Eastern Neighborhoods,,,,,,20-Oct-10,2001.0041,"Demo existing residential building and contruct a new 4-story mixed-use building, with a restaurant on the first floor and two residential units on the upper floors.",East SoMa,,,,,,"('2011-02-17', '2011-02-17', '2012-10-01', '2013-03-29', '2013-03-29', '2013-09-23', '2013-09-23', '2014-02-27', '2014-06-16', '2014-09-19')",0.0,"('BP FILED', 'BP FILED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",,3,2014,,1286.0,,,,,,,,,,,Jim Bruno,,,,,,693.0,,,1286.0,3686.0,,2.0,,,,,,,,37.781080200000005,-122.39431110000001,,SPD,,Mixed Use,,SPD,
11878,11878,,,,94134,,,,,0.0,,0.0,,APN 5980003,2013-04-09,BP FILED,,,201304094098.0,,,,0.0,,,,0.0,Portola,,,,,,,,,,,,,,2 STORY HORIZONTAL ADDITION. 682 SQ. FT. @ 2ND FLOOR & 672 AT 1ST FLOOR. RAISE (E) HOUSE 2' & ADD NE,,,,,,,0.0,,,,2013-04-09,04/09/2013,,,40-X,,,,,,,Resident,2013-04-09,BP FILED,"94134
(37.72939632580, -122.40575595700)",,0.0,,,,,0.0,0.0,0.0,Excelsior,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,South Central,,,,,,,,,,,"('2013-04-09',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 9,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.729396325799996,-122.40575595700001,"RESIDENTIAL- HOUSE, TWO FAMILY",,,,RH-2,,
9225,9225,,,,241 10TH ST,0.0,,0.0,,,,,,3518020,2015-01-15,PL FILED,,,,,2014.0666,,0.0,,,,0.0,South of Market,,,,,,,,,,,,,,,January 15 2015,FILED,"The proposed project is to demolish the existing 10,189 square foot car-rental office building and construct a new 5-story, 55-foot tall, 32-dwelling unit, mixed-use building.  The existing building on the subject 9,000 sf lot was constructed in 1921.  T",South of Market,REGIONAL COMMERCIAL,,,,,May 01 2014,2015-01-15,,,"(37.77364986310, -122.41343718100)",55-X,,,,,,,Mixres,2015-01-15,PL FILED,,,0.0,,,,,0.0,0.0,0.0,South of Market,,,,-8376.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,JBANALES,,,,,,,,,,"('2015-01-15',)",0.0,"('PL FILED',)",,1,2015,1813.0,,,,,-8376.0,,,,CASE TRACKING,,,,,,,SUPERVISORIAL DISTRICT 6,,,,1813.0,,,,32.0,32.0,0.0,0.0,,,,,37.7736498631,-122.413437181,,,,,RCD,,
12453,12453,,,,94110,,,,,0.0,,0.0,,APN 3610026,2015-08-06,PL FILED,,,,,2015-010069PRJ,,0.0,,,,0.0,Mission,,,,4159709333,,,,,,,,,,,,,,,,,0.0,,,,2015-08-06,08/06/2015,,,55-X,,,,,,,Retail/Ent,2015-08-06,PL FILED,"94110
(37.75793853460, -122.41863058200)",,0.0,,,,,0.0,96.0,-432.0,Mission,,,,371.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Mission (EN),Mission,JSPEIRS,,,,,,,Internal expansion to an existing Medical Cannabis Dispensary (MCD).,,,"('2015-08-06',)",0.0,"('PL FILED',)",,3,2015,1545.0,,,,,803.0,,,,CASE TRACKING,Shambala Healing Center,,,,,,,SUPERVISORIAL DISTRICT 9,,,1641.0,,,,0.0,0.0,0.0,0.0,,,,,37.7579385346,-122.418630582,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,,,,NCT,,
10094,10094,May 18 2015,NO ENTRY/NO PRO,,2538 03RD ST,0.0,,0.0,,,,,,4172006,2015-05-18,CONSTRUCTION,,,201209048832.0,,2013.0725,,0.0,,,,0.0,Potrero Hill,Lev Bereznycky,,,415-601-1578,,,,,,,,,,CHANGE OF USE. RENOVATING (E) STRUCTURE INTO SINGLE FAMILY DWELLING WITHOUT ALTERING (E) BUILDING EN,,,Variance request to the rear yard requirements of P.C. Sec. 134.,South of Market,NEIGHBORHOOD COMMERCIAL TRANSIT-2,,,True,,June 05 2013,2015-05-18,,,"(37.75739135690, -122.38856341300)",45-X,,,,,,,Resident,2015-05-18,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Potrero Hill,,,,-2051.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,-2051.0,,,BBENDIX,,,,,,,,,,"('2012-06-28', '2012-09-04', '2012-09-04', '2012-10-26', '2012-10-26', '2013-12-11', '2013-12-11', '2014-06-30', '2014-08-07', '2015-04-01', '2015-05-18')",0.0,"('PL FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",,1,2015,0.0,,,,,0.0,,,,CASE TRACKING,Lev Bereznycky,,,,,,SUPERVISORIAL DISTRICT 10,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.7573913569,-122.38856341299999,,,,,NCT-2,,
14249,14249,,,,2092 03RD ST / 600 18TH ST,,,,,0.0,0.0,,,APN 3995007,2014-09-30,BP FILED,,,201507171867.0,,2014.0168,,,0.0,0.0,0.0,,Potrero Hill,Michael Leavitt,,,415-674-9100,,$5500000.00,,,,,,,,"CONSTRUCT (N) 6-STORY, 19 DWELLING UNTS RESIDENTIAL ABOVE RETAIL WITH 1 BASEMENT BUILDING.",,,,South of Market,URBAN MIXED USE,,,,0.0,,2014-09-30,09/30/2014,,,,,68-X,,0.0,0.0,0.0,Mixres,2014-09-30,BP FILED,"(37.7631881042, -122.389089)",,,,0.0,0.0,0.0,,,,Potrero Hill,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,Central Waterfront (EN),,KDURANDE,,,,,,,"The proposed project involves the demolition of the existing buildings and construction of a new six-story, 68-foot-tall (84-foot-tall with mechanical penthouse), 20,540-square-foot building consisting of 18 dwelling units, 3,064 square feet of ground-fl",,,"('2014-09-30', '2014-09-30')",0.0,"('PL FILED', 'BP FILED')",APARTMENTS,1,2016,,,2130.0,935.0,3065.0,,,,,,Michael Leavitt,,,,,,SUPERVISORIAL DISTRICT 10,,,,,,,,18.0,18.0,,,,0.0,0.0,0.0,37.7631881042,-122.38908899999998,,UMU,,,,,
9157,9157,,,,925 MISSION ST,58.0,,58.0,,,,,5M,3725093,2015-05-15,PL FILED,,,,,2011.0409,,17300.0,,,,-23600.0,South of Market,,,,,,,,,,,,,,"Project review for a development .  A mix of residential, office, retail and other uses on the approx. 4 acre site on the SE corner of 5th/ Mission and extending towards sixth street & south to Howard Street,  The site is comprised of 23 parcels.",,,,Downtown,DOWNTOWN SUPPORT,,,,,July 27 2011,2015-05-15,,,"(37.78215365440, -122.40660110900)",160-F,,,,,,,Mixres,2015-05-15,PL FILED,,,0.0,,,,,0.0,593500.0,591300.0,South of Market,,,,574800.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,KGUY,,,,,,,,,,"('2015-05-15',)",0.0,"('PL FILED',)",,1,2015,7100.0,,,,,7100.0,,,,CASE TRACKING,,,,,,,SUPERVISORIAL DISTRICT 6,,,,617900.0,,,,688.0,688.0,0.0,0.0,,,,,37.7821536544,-122.406601109,,,,,C-3-S,,
14144,14144,,,,1662 - 1664 UNION ST,,,,,0.0,0.0,,,APN 0528008,2007-06-25,BP FILED,,,200706255058.0,,2007.0598,,,0.0,0.0,0.0,,Marina,Matt Williams,,,664.9900x201,,$1100000.00,,,,,,,,"ERECT: 1 4 STORY, 7 UNIT TYPE 5 RESIDENTIAL STRUCTURE.",,,,Marina,UNION STREET NEIGHBORHOOD COMMERCIAL,,,,-1.0,,2007-06-25,06/19/2007,,,,,40-X,,0.0,0.0,0.0,Resident,2007-06-25,BP FILED,"(37.7984930446, -122.426705)",,,,0.0,0.0,0.0,,,,Marina,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,GCABRERO,,,,,,,Demo of existing; construction of new 7 unit four-story building.,,,"('2007-06-25',)",0.0,"('BP FILED',)",1 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,Anand Gohel,,,,,,SUPERVISORIAL DISTRICT 2,,,,,,,,7.0,4.0,,,,0.0,0.0,0.0,37.7984930446,-122.426705,,NCD-UNION,,,,,
9562,9562,,,,1525 SHOTWELL ST,0.0,,0.0,,,,,,5545019,2013-12-30,BP FILED,,,201312305280.0,,,,0.0,,,,0.0,Bernal Heights,,,,,,,,,,,,,,TO ERECT 3 STORIES OF 1 FAMILY DWELLING,,,,Bernal Heights,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,,,2013-12-30,,,"(37.74473515030, -122.41465452400)",40-X,,,,,,,Resident,2013-12-30,BP FILED,,,0.0,,,,,0.0,0.0,0.0,Bernal Heights,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2013-12-30', '2013-12-30', '2013-12-30', '2013-12-30', '2013-12-30', '2013-12-30')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 9,,,,0.0,,,,1.0,1.0,0.0,0.0,,,,,37.7447351503,-122.414654524,,,,,RH-1,,
11977,11977,,,,94110,,,,,0.0,,0.0,,APN 3576039,2015-09-21,CONSTRUCTION,,,201202174465.0,,,,0.0,,,,0.0,Mission,,,,,,,,,,,,,,CREATE A 620 SQ FT 3RD UNIT AT 1ST FLOOR INCLUSIVE OF A 1 STORY ADDITION OF 130 SQ FT WITH ROOF DECK,,,,,,,-1.0,,,,2015-09-21,02/17/2012,,,45-X,,,,,,,Resident,2015-09-21,CONSTRUCTION,"94110
(37.76218553560, -122.42065015400)",,0.0,,,,,0.0,0.0,0.0,Mission,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,Mission (EN),Mission,,,,,,,,,,,"('2015-09-21',)",0.0,"('CONSTRUCTION',)",APARTMENTS,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 9,,,0.0,,,,3.0,1.0,0.0,0.0,,,,,37.7621855356,-122.420650154,RESIDENTIAL TRANSIT ORIENTED- MISSION,,,,RTO-M,,
7162,7162,,,,1973 FILBERT ST,,,,,,,0.0,,531022,2014-05-05,CONSTRUCTION,,,,,,,,,,,,Marina,,297 c Kansas Street,"San Francisco, CA 94103",,415-626-8868,,0.0,,,,201206182829,,,,,,,,,,,,-1,,2014-05-05,06/18/2012 12:00:00 AM,Fabien Lannoye 415-626-8868,,,,40-X,40.0,,,,Resident,2014-05-05,CONSTRUCTION,"1973 Filbert St
(37.798232, -122.431767)",,,0.0,,,,,,,Marina,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6103.0,0.0,,,,data/raw/San_Francisco_Development_Pipeline_2014_Quarter_2.csv,,,,,,,,,06/18/2012 12:00:00 AM,2012.01,,Marina,,,,,0.0,"('2014-05-05',)",0.0,"('CONSTRUCTION',)",,2,2014,,0.0,,,,,,,Construction,,,Nova Designs + Builds,Fabien Lannoye,,,,,,360.0,,,0.0,,,1.0,,,,0.0,,,,37.798232,-122.431767,,RH-2,,Residential,,RH-2,
14088,14088,,,,1530 - 1585  5TH AV,,,,,55.0,55.0,,,APN 2636001,2015-10-22,PL FILED,,,,,2014.1584,,,0.0,0.0,0.0,,Inner Sunset,,,,,,$0.00,,,,,,,,,,,,Inner Sunset,"RESIDENTIAL- MIXED, MODERATE DENSITY",,,,0.0,,2015-10-22,10/15/2014,,,,,40-X,,0.0,0.0,0.0,Resident,2015-10-22,PL FILED,"(37.7593679780, -122.460648)",,,,0.0,0.0,0.0,,,,Inner Sunset,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,KUCHIDA,,,,,,,"Demolition of all buildings on site, reconfiguration of 5th Avenue ROW, construction of new streets/utilities, construction of new 6 apartment buildings.",,,"('2015-10-22', '2015-10-22')",0.0,"('PL FILED', 'PL FILED')",,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 7,,,,,,,,460.0,374.0,,,,0.0,0.0,0.0,37.759367978,-122.46064799999999,,RM-2,,,,,
12048,12048,,,,94112,,,,,0.0,,0.0,,APN 3175003,2015-01-22,BP FILED,,,201501226464.0,,,,0.0,,,,0.0,West of Twin Peaks,,,,,,,,,,,,,,TO COMPLY WITH A NOV 201253321. UNIT LEGALIZATION LOWER LEVEL PER ORDINANCE 43-14.,,,,,,,0.0,,,,2015-01-22,01/22/2015,,,28-X,,,,,,,Resident,2015-01-22,BP FILED,"94112
(37.72719367930, -122.45851403100)",,0.0,,,,,0.0,0.0,0.0,West of Twin Peaks,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_3.csv,,,,0.0,0.0,,Ingleside,,,,,,,,,,,"('2015-01-22',)",0.0,"('BP FILED',)",2 FAMILY DWELLING,3,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,,SUPERVISORIAL DISTRICT 7,,,0.0,,,,2.0,1.0,0.0,0.0,,,,,37.7271936793,-122.458514031,"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",,,,RH-1(D),,
14104,14104,,,,1555 23RD AV,,,,,0.0,0.0,,,APN 1869011,2015-05-14,BP FILED,,,201505146319.0,,,,,0.0,0.0,0.0,,Sunset/Parkside,,,,,,$38000.00,,,,,,,,"UNIT LEGALIZATION PER ORDINANCE NO# 43-14.  ONE BEDROOM, LIVING ROOM, ONE KITCHEN & ONE BATHROOM @ 1",,,,Outer Sunset,"RESIDENTIAL- HOUSE, ONE FAMILY",,,,0.0,,2015-05-14,05/14/2015,,,,,40-X,,0.0,0.0,0.0,Resident,2015-05-14,BP FILED,"(37.7585938445, -122.481403)",,,,0.0,0.0,0.0,,,,Outer Sunset,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2015-05-14', '2015-05-14', '2015-05-14')",0.0,"('BP FILED', 'BP FILED', 'BP FILED')",2 FAMILY DWELLING,1,2016,,,0.0,0.0,0.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 4,,,,,,,,2.0,1.0,,,,0.0,0.0,0.0,37.7585938445,-122.481403,,RH-1,,,,,
9762,9762,May 13 2015,ISSUED,,259 CLARA ST,0.0,,0.0,,,,,,3753042,2015-05-13,BP ISSUED,,,201305167075.0,,2013.0106,,0.0,,,,0.0,South of Market,,,,,,,,,,,,,,"ERECT 5-STORY, TYPE 5, 1 BASEMENT, 8 UNITS DWELLING BUILDING.",,,"Demolition of a 24'-tall, two-story industrial building and construction of 45'-tall, five-story mixed-usel building with eight 2-bedroom residences over ground-floor office, and eight parking spaces. Height of building is 45'.",South of Market,MIXED USE-RESIDENTIAL,,,True,,,2015-05-13,,,"(37.77834707600, -122.40350593400)",45-X,,,,,,,Mixres,2015-05-13,BP ISSUED,,,0.0,,,,,0.0,945.0,945.0,South of Market,,,,-3055.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,-4000.0,,,BBENDIX,,,,,,,,,,"('2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2013-05-16', '2015-05-13')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",APARTMENTS,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 6,,,,945.0,,,,8.0,8.0,0.0,0.0,,,,,37.778347075999996,-122.403505934,,,,,MUR,,
9265,9265,,,,311 GROVE STREET,0.0,,0.0,,,,,,809020,2014-10-15,PL FILED,,,,,2014.1473,,0.0,,,,0.0,Hayes Valley,Jacqueline Braver,,,378-7566,,,,,,,,,,,,,Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.,Western Addition,HAYES NCT,,,,,October 15 2014,2014-10-15,,,"(37.77770084800, -122.42200806400)",50-X,,,,,,,Resident,2014-10-15,PL FILED,,,0.0,,,,,0.0,0.0,0.0,Downtown/Civic Center,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,MBOURDRE,,,,,,,,,,"('2014-10-15',)",0.0,"('PL FILED',)",,1,2015,0.0,,,,,0.0,,,,CASE TRACKING,Jacqueline Braver,,,,,,SUPERVISORIAL DISTRICT 5,,,,0.0,,,,8.0,8.0,0.0,0.0,,,,,37.777700848,-122.422008064,,,,,NCT,,
4114,4114,,,13.0,455 MISSION BAY S BLVD,,,,,,,,,8721012,2008-06-26,BP FILED,,8721,,,,,,,,,,Mission Bay,,"385 E. Colorado Boulevard, #299","Pasadena, CA 91101",,626-578-0777,,,,,26-Jun-08,200806265407,,ERECT A 6 STORIES OFFICE/LAB/RETAIL BUILDING.,,,,,,,,,,-1,,2008-06-26,05-Oct-06,Nanami Deshazo 626-578-0777,,,,MB-RA,,,,,MIPS,2008-06-26,BP FILED,"455 Mission Bay S Blvd
(37.768979999999999, -122.386939)",012,,,,,,,,,Mission Bay,333945.0,0.0,,,,317248.0,,16697.0,,,3147.0,317248.0,,,,data/raw/San_Francisco_Development_Pipeline_2013_Quarter_3.csv,,,,,,,,,05-Oct-06,2006.1536,"Section 321 allocation for 202,893 gsf of office development in a new 6-story, 216,491 gsf building with 12,169 sf of ground floor retail and 369 off-street parking spacesto be located in a future garage on adjacent parcels (MB Block 27, Parcels 2 and 3).",,,,,,,"('2008-06-26', '2008-06-26', '2008-06-26', '2008-06-26', '2008-06-26', '2008-06-26')",0.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",,3,2013,,16697.0,,,,,251220.0,,,,,Alexandria Real Estate Equities,Nanami Deshazo,,,BP Filed,6.0,,649.0,,,333945.0,,,0.0,,,,,,,,37.76898,-122.38693899999998,,MB-RA,,Mixed Use,,MB-RA,
12864,12864,,,,545 POST ST,,,,0.0,0.0,,,,APN 0306022,2016-01-15,CONSTRUCTION,,,201504163818.0,,2015-005578PRJ,,0.0,,,,0.0,Tenderloin,POST ST RENAISSANCE PARTNERS,,,,,,,,,,,,,"SCOPE OF WORK CONSISTS OF ADDING 4 NEW GUESTROOM WITHIN (E) HOTEL SPACE. FLOOR EXTENSION ON LOWER 1/F. RENOVATE PUBLIC SPACE, RESTAURANT AND BACK OF HOUSE DEMOLITION, NO WORK VISABLE FROM STREET. T.I. FOR RESTAURANT KITCHEN UNDER SEPERATE PERMIT.",,,"SCOPE OF WORK CONSISTS OF ADDING 4 NEW GUESTROOM WITHIN (E) HOTEL SPACE. FLOOR EXTENSION ON LOWER 1/F. RENOVATE PUBLIC SPACE, RESTAURANT AND BACK OF HOUSE DEMOLITION, NO WORK VISABLE FROM STREET. T.I. FOR RESTAURANT KITCHEN UNDER SEPERATE PERMIT.",Downtown,DOWNTOWN- GENERAL,,-1.0,,,,2016-01-15,04/16/2015,,"(37.78771249960, -122.41070825900)",80-130-F,,,,,,,Visitor,2016-01-15,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Downtown/Civic Center,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_4.csv,,,,0.0,0.0,Downtown,,ETUFFY,,,,,,,,,,"('2016-01-15',)",0.0,"('CONSTRUCTION',)",TOURIST HOTEL/MOTEL,4,2015,0.0,,,,,0.0,,,,CASE TRACKING,,,,,,,SUPERVISORIAL DISTRICT 3,,,,0.0,,,,113.0,4.0,0.0,0.0,,,,,37.7877124996,-122.41070825899999,,,,,C-3-G,,
9938,9938,February 21 2012,REINFORCING STE,,1078 HAMPSHIRE ST,0.0,,0.0,,,,,,4152046,2012-02-21,CONSTRUCTION,,,200709193092.0,,2008.0015,,0.0,,,,0.0,Mission,,,,,,,,,,,,,,ERECT 4 STORIES 2 DWELLING UNITS BLDG.,,,,Mission,"RESIDENTIAL- HOUSE, TWO FAMILY",,,True,,September 19 2007,2012-02-21,,,"(37.75487194240, -122.40775958600)",40-X,,,,,,,Resident,2012-02-21,CONSTRUCTION,,,0.0,,,,,0.0,0.0,0.0,Mission,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_1.csv,,,,0.0,0.0,,,,,,,,,,,,,"('2012-02-21', '2012-02-21', '2012-02-21', '2012-02-21', '2012-02-21', '2012-02-21', '2012-02-21')",0.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2 FAMILY DWELLING,1,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 9,,,,0.0,,,,2.0,2.0,0.0,0.0,,,,,37.7548719424,-122.407759586,,,,,RH-2,,
12774,12774,,,,140 PENNSYLVANIA AV,,,,5.0,5.0,,,,APN 3987010,2014-08-06,BP ISSUED,,,200408040564.0,,2011.0187,,0.0,,,,0.0,Potrero Hill,,,,,,,,,,,,,,ERECT A 5 STORIES 12 UNIT RESIDENTIAL BLDG,,,,South of Market,URBAN MIXED USE,,-1.0,,,,2014-08-06,08/04/2004,,"(37.76478238070, -122.39410864100)",40-X,,,,,,,Resident,2014-08-06,BP ISSUED,,,0.0,,,,,0.0,0.0,0.0,Potrero Hill,,,,0.0,,,,,,,,,,,,data/raw/San_Francisco_Development_Pipeline_2015_Quarter_4.csv,,,,0.0,0.0,Showplace Square/Potrero Hill (EN),,CTEAGUE,,,,,,,,,,"('2014-08-06', '2014-08-06')",0.0,"('BP ISSUED', 'BP ISSUED')",APARTMENTS,4,2015,0.0,,,,,0.0,,,,PERMIT TRACKING,,,,,,,SUPERVISORIAL DISTRICT 10,,,,0.0,,,,12.0,12.0,0.0,0.0,,,,,37.764782380700005,-122.394108641,,,,,UMU,,
14856,14856,,,,700 36TH AV,,,,,0.0,0.0,,,APN 1609021F,2016-04-01,BP APPROVED,,,200809262781.0,,2009.0653,,,0.0,0.0,0.0,,Outer Richmond,,,,,,$1200000.00,,,,,,,,TO ERECT 6 DWELLING UNIT WITH FOUR STORY NEW BLDG.(COMMERCIAL AND RESIDENTIAL),,,,Richmond,"NEIGHBORHOOD COMMERCIAL, SMALL SCALE",,,,-1.0,,2016-04-01,09/26/2008,,,,,40-X,,0.0,0.0,0.0,Mixres,2016-04-01,BP APPROVED,"(37.7755402871, -122.496011)",,,,0.0,0.0,0.0,,,,Outer Richmond,,,,,,,,,,,,,0.0,0.0,0.0,data/raw/San_Francisco_Development_Pipeline_2016_Quarter_1.csv,,,,,,,,,,,,,,,,,,"('2008-09-26', '2008-09-26', '2016-04-01')",0.0,"('BP FILED', 'BP FILED', 'BP APPROVED')",APARTMENTS,1,2016,,,0.0,1.0,1.0,,,,,,,,,,,,SUPERVISORIAL DISTRICT 1,,,,,,,,6.0,6.0,,,,0.0,0.0,0.0,37.7755402871,-122.49601100000001,,NC-2,,,,,
