APN,NAMEADDR,BESTSTAT,BESTDATE,CASENO,BPAPPLNO,PROPUSE,NEW_REHAB,Alias,LANDUSE,DESCRIPT,DBIDESC,UNITS,UNITSNET,AFFORDABLE,AFFORDABLENET,EntitlementStatus,PARKING,PARKINGNET,TOTAL_GSF,NET_GSF,CIE,CIENET,MED,MEDNET,MIPS,MIPSNET,PDR,PDRNET,RET,RETNET,VISIT,VISITNET,FILEDATE,PLANNER,SPONSOR,CONTACT,CONTACTPH,DECISION,DECDATE,ACTION,ACTDATE,SOURCE,SupeDistrict,PLANAREA,PLNDISTRICT,NEIGHBORHOOD,ZONING_SIM,DISTRICTNAME,HEIGHT_LIMIT,X,Y,geography
APN 2360006,2355 31ST AV,BP ISSUED,01/27/2015,,201408063186,2 FAMILY DWELLING,R,,Resident,,"LEGALIZE DWELLING UNIT W/ 2 (E) BEDROOMS, (E) FAMILY ROOM, (E) BATHROOM & (E) KITCHEN ON 1ST FLOOR,",2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42031 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Parkside,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.488934416,37.7432996719,"(37.74329967190, -122.48893441600)"
APN 2162031,2050 43RD AV,BP FILED,08/29/2014,,201408295044,2 FAMILY DWELLING,R,,Resident,,CONVERT (E) PLAYROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.501531966,37.7484223378,"(37.74842233780, -122.50153196600)"
APN 3146021,331 CAPISTRANO AV,BP FILED,08/06/2014,,201408063132,2 FAMILY DWELLING,R,,Resident,,LEGALIZE DWELLING UNIT WITHOUT PERMIT PER ORDINANCE NO 43-14. CONVERT LAUNDRY ROOM TO KITCHEN. (N) 1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D11,,South Central,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.438058257,37.7261747441,"(37.72617474410, -122.43805825700)"
APN 1168025,2486 FULTON ST,BP ISSUED,07/08/2015,,201404234011,APARTMENTS,R,,Resident,,"RENOVATION TO AN (E) 3 STORY BUILDING. TWO FAMILY RESIDENTIAL BLDG CONVERTING TO A FOUR STORY, 3 FAM",3,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42193 12:00:00 AM,PERMIT TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.458019252,37.7745607817,"(37.77456078170, -122.45801925200)"
APN 2129001C,2014 10TH AV,BP APPROVED,04/07/2015,,201407292392,2 FAMILY DWELLING,R,,Resident,,CONVERT (E) MASTER BEDROOM TO NEW KITCHEN. TO LEGALIZE IN-LAW DWELLING UNIT UNDER ORDINANCE NO# 43-1,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,APPROVED,01/01/42101 12:00:00 AM,PERMIT TRACKING,D7,,Inner Sunset,West of Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.466180664,37.7506008117,"(37.75060081170, -122.46618066400)"
APN 1774006,1321 19TH AV,BP FILED,09/18/2014,,201409186681,2 FAMILY DWELLING,R,,Resident,,REPAIR RELOCATE (E) LAUNDRY FIXTURES TO GARAGE. CONVERT (E) LAUNDRY TO KITCHEN AND CONVERT G/F TO LE,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.477465988,37.7630610704,"(37.76306107040, -122.47746598800)"
APN 2117001,1901 17TH AV,BP ISSUED,04/17/2015,,201409116103,2 FAMILY DWELLING,R,,Resident,,TO LEGALIZE IN LAW UNIT. CHANGE FROM 1 UNIT DWELLING TO 2 UNITS CHANGE IN LAW BEDROOM WINDOWS FROM 3,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42111 12:00:00 AM,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.474509811,37.7523053796,"(37.75230537960, -122.47450981100)"
APN 6525001A,1 HORACE ST,BP FILED,09/24/2014,2014.1301,201409247165,1 FAMILY DWELLING,N,,Resident,Variance request to the rear yard requirement to permit the new construction of an additional dwelling unit.,CONSTRUCT (N) 3-STORY SINGLE FAMILY RESIDENCE.,2,1,0,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08/22/2014,,Chris Giouzelis,Yakuh Askew,415-920-1839,,,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.414397952,37.7507228458,"(37.75072284580, -122.41439795200)"
APN 3202032,1911 SAN JOSE AV,BP FILED,07/24/2014,,201407242031,2 FAMILY DWELLING,R,,Resident,,LEGALIZATION IN- LAW UNIT AT FIRST FLOOR PER ORDINANCE 43-14.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D11,,South Central,Outer Mission,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.441360083,37.7265097605,"(37.72650976050, -122.44136008300)"
APN 2016016,1763 33RD AV,BP ISSUED,04/22/2015,,201409237096,2 FAMILY DWELLING,R,,Resident,,"TO LEGALIZE (E) UNAUTHORIZED ""IN-LAW"" DWELLING UNIT @ BASEMENT. PROVIDE (N) STAIR @ DECK @ REAR YARD",2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42116 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.491853436,37.7542694773,"(37.75426947730, -122.49185343600)"
APN 2014004F,1758 36TH AV,BP FILED,08/14/2014,,201408143818,2 FAMILY DWELLING,R,,Resident,,"LEGALIZATION EXISTING UNAUTHORIZED  ""IN-LAW"" DWELLING UNIT @ GROUND FLOOR.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.494416243,37.7542143399,"(37.75421433990, -122.49441624300)"
APN 5991004,308 UNIVERSITY ST,BP REINSTATED,08/06/2014,,201407302512,1 FAMILY DWELLING,N,,Resident,,"TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.",1,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINSTATED,01/01/41857 12:00:00 AM,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.414179389,37.7261487657,"(37.72614876570, -122.41417938900)"
APN 1901012,1659 42ND AV,CONSTRUCTION,07/24/2015,,201408073330,2 FAMILY DWELLING,R,,Resident,,LEGALIZE GROUND FLOOR AREA AS 2ND UNIT  W/KITCHEN. REMOVE STAIRS & ADD HALLWAY PER PLAN.,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINFORCING STE,01/01/42209 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.501628561,37.7557675516,"(37.75576755160, -122.50162856100)"
APN 1879001A,1507 33RD AV,BP ISSUED,05/15/2015,,201409297547,2 FAMILY DWELLING,R,,Resident,,LEGALIZE KITCHEN AREA INSTALL UPGRADE 50 AMP FOR STOVE 2 GFCI OUTLET AND HOOD VENT TO EXTERIOR,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42139 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.492137053,37.7589449501,"(37.75894495010, -122.49213705300)"
APN 1842011,1455 11TH AV,BP FILED,07/07/2014,,201407070583,1 FAMILY DWELLING,R,,Resident,,REAR BLDG. LEGALIZE COTTAGE AS A SEPARATE SINGLE FAMILY DWELLING. REMOVE ONE INTERIOR DEMISHING WALL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D7,,Inner Sunset,Inner Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.468576907,37.7610326748,"(37.76103267480, -122.46857690700)"
APN 6489035,336 HANOVER ST,BP FILED,08/06/2014,,201408063130,2 FAMILY DWELLING,R,,Resident,,"LEGALIZE DWELLING UNIT, INSTALLED WITHOUT PERMIT PER ORDINANCE NO. 4314. CONVERT LAUNDRY AREA TO KIT",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D11,,South Central,Crocker Amazon,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.443649886,37.709226478,"(37.70922647800, -122.44364988600)"
APN 3191004,645 FAXON AV,BP ISSUED,05/20/2015,,201408184086,2 FAMILY DWELLING,R,,Resident,,LEGALIZE IN LAW UNIT PER ORDINANCE 43-14 ON 1ST FLOOR PER PLAN. LEGALIZE KITCHEN ON 1ST FLOOR PER PL,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42144 12:00:00 AM,PERMIT TRACKING,D7,,Ingleside,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",28-X,-122.460147513,37.725345945,"(37.72534594500, -122.46014751300)"
APN 0155020,1364 PACIFIC AV,BP FILED,08/12/2014,,201408123674,1 FAMILY DWELLING,N,,Resident,,"TO ERECT 4 STORIES, 1 BASEMENT, SINGLE FAMILY RESIDENTIAL & BUSINESS.",1,1,0,0,0,1,0,0,-168,0,0,0,0,0,0,0,0,0,-168,0,0,,,,,,,,,,PERMIT TRACKING,D3,,Northeast,Nob Hill,NCD,PACIFIC AVENUE NEIGHBORHOOD COMMERCIAL,40-X,-122.417699083,37.7956907706,"(37.79569077060, -122.41769908300)"
APN 0627006,2224 SACRAMENTO ST,BP FILED,06/25/2014,2014.1159,201406259421,1 FAMILY DWELLING,N,,Resident,SIDE YARD HORIZ. ADD.OF 2 STORIES-GREEN HOUSE/CONSERVATORY OVER A 2 CAR PARKING GARAGE. MINOR MODIF. TO (E) EAST & WEST DORMERS. LEGALIZE & RENOVATE 1 (E) NON CONFORMING DWG UNIT INTO A LEGAL DWG UNIT. BASEMT ADD. RECREATION AREA. N/ELEVATOR ACCESS/STORA,SIDE YARD HORIZ. ADD.OF 2 STORIES-GREEN HOUSE/CONSERVATORY OVER A 2 CAR PARKING GARAGE. MINOR MODIF.,2,1,0,0,0,4,-2,0,-1107,0,0,0,0,0,0,0,0,0,0,0,-1107,07/28/2014,,Emily Huang,Emily Huang,217 7055 x3,,,,,CASE TRACKING,D2,,Marina,Pacific Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.430322871,37.7905774069,"(37.79057740690, -122.43032287100)"
APN 3094055,690 MONTEREY BLVD,BP ISSUED,05/14/2015,,201404173519,2 FAMILY DWELLING,R,,Resident,,"CHANGE OF USE. CHANGE (E) OFFICE TO RESIDENTIAL UNIT AT 2ND FLOOR PER PLAN INCLUDING 3 BATHROOMS, 5",2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/42138 12:00:00 AM,PERMIT TRACKING,D7,,Ingleside,Outer Mission,NC-1,"NEIGHBORHOOD COMMERCIAL, CLUSTER",32-X,-122.450854368,37.7318094277,"(37.73180942770, -122.45085436800)"
APN 3631017,987 DOLORES ST,BP REINSTATED,05/14/2014,,201405064989,1 FAMILY DWELLING,N,,Resident,,"ERECT 2-STORY, TYPE 5, 0 BASEMENT, SINGLE DWELLING UNIT BUILDING.",7,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINSTATED,01/01/41773 12:00:00 AM,PERMIT TRACKING,D8,,Mission,Mission,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.424917301,37.7536707576,"(37.75367075760, -122.42491730100)"
APN 2823A016,36 Knollview Way,PL FILED,07/31/2014,2014.1189,,,N,,Resident,"New construction of a two-story, single-family home on a vacant lot.",,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/31/2014,JPOLING,Strachan Forgan,Strachan Forgan,624-4835,,,,,CASE TRACKING,D7,,Inner Sunset,Twin Peaks,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.450719087,37.7498409731,"(37.74984097310, -122.45071908700)"
APN 3589091,144 LEXINGTON ST,BP FILED,10/23/2014,2014.1394,201410239774,,N,,Resident,"Variance request to rear yard, substandard lot, and front setback requirements to permit the addition of a third story on an existing two unit residential structure to add an addition one unit.",,3,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09/11/2014,,Valencia SF Properties,Philip Lesser,650-347-6014,Approved,01/01/42181 12:00:00 AM,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,VALENCIA STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,-122.421229845,37.7609862074,"(37.76098620740, -122.42122984500)"
APN 2933007,127 EDGEHILL WY,BP FILED,05/29/2014,2014.11,201405296982,1 FAMILY DWELLING,N,,Resident,Construct a four-story single-family residence on a vacant lot.,TO ERECT 4 STORIES OF SINGLE FAMILY DWELLING,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/15/2014,,,,,,,,,PERMIT TRACKING,D7,,Inner Sunset,West of Twin Peaks,RH-1(D),"RESIDENTIAL- HOUSE, ONE FAMILY- DETACHED",40-X,-122.460148198,37.7432997831,"(37.74329978310, -122.46014819800)"
APN 6758032,807 BOSWORTH ST,BP ISSUED,05/15/2015,2014.0486,201306280702,2 FAMILY DWELLING,N,,Resident,Add a second dwelling unit to the front of the log.,DEMOL. (E) CONC. GARAGE IN FRONT OF LOT. CONST (N) SINGLE FAM RESIDENCE IN FRONT OF LOT LIVING KITCH,2,1,0,0,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/03/2014,JLOOK,Paul Silberschatz Alyssa Sherman,David Bushnell,546-0450,,,ISSUED,01/01/42139 12:00:00 AM,CASE TRACKING,D8,,Ingleside,Outer Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,-122.436127235,37.7336698917,"(37.73366989170, -122.43612723500)"
APN 0192014,835-845 Jackson St,PL APPROVED,07/12/2012,2008.0762,,,R,Chinese Hospital,CIE,"Hospital Replacement and expansion, adding 68,010 gsf total, building new seven-story acute care hospital, moving medical office building uses to existing five-story hospital, and demolishing existing Chinese Hospital and Chinese Hospital Garage (MOB and",,0,0,0,0,-1,1,-1,140990,68010,140990,68010,0,0,0,0,0,0,0,0,0,0,06/26/2008,,Brenda Yee,Wayne Hu,986-1372,APPR/WC,01/01/41102 12:00:00 AM,,,CASE TRACKING,D3,Chinatown,Northeast,Chinatown,CRNC,CHINATOWN- RESIDENTIAL- NEIGHBORHOOD COMMERCIAL,65-N,-122.409609662,37.7952136136,"(37.79521361360, -122.40960966200)"
APN 0165022,717 BATTERY ST,BP FILED,12/01/2008,2007.146,200812017534,OFFICE,R,,MIPS,"Two story penthouse addition to three-story office building, for office use, new three-story bldg of 9,000-gsf office over retail; 24,870-sf additions to historic Musto Bldg.","ALTERNATION TO EXISTING BUILD, NEW 2 STORY VERTICAL ADDITION ON THE EXISTING BUILD, 3 STORY HORIZONT",0,0,0,0,0,0,0,59700,27870,0,0,0,0,56700,24870,0,0,3000,3000,0,0,02/18/2009,CROOS,Sean Murphy,Neil Sekhri,415 393-8334,Withdrawn,,,,CASE TRACKING,D3,,Northeast,Financial District,C-2,COMMUNITY BUSINESS,65-A,-122.401284629,37.7978818118,"(37.79788181180, -122.40128462900)"
APN 3913005,155 DE HARO STREET,PL FILED,08/15/2014,2013.152,,,N,,PDR,"The project site consists of a 40,741 square foot lot (Assessor's Block 3913, Lot 005) bound by De Haro Street to the west, Carolina and Channel Street to the east, 15th Street to the south, and Berry Street to the north.  Currently the lot contains two",,0,0,0,0,0,0,0,32330,15405,0,0,0,0,0,0,32330,15405,0,0,0,0,08/15/2014,,Harvey Hacker,Harvey Hacker,415-957-0579,,01/01/41627 12:00:00 AM,,,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,South of Market,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",58-X,-122.401442061,37.76837375,"(37.76837375000, -122.40144206100)"
APN 2381045A,3431 TARAVAL ST,PL FILED,06/10/2015,2015-007338PRJ,,,R,,MED,Conditional Use Application for change of use from a Laundromat to a medical office/ health clinic.,,0,0,0,0,0,0,0,4375,-625,0,0,4375,1875,0,0,0,0,0,-2500,0,0,06/10/2015,,,,,FILED,01/01/42165 12:00:00 AM,,,CASE TRACKING,D4,,Outer Sunset,Parkside,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.502997146,37.7416002723,"(37.74160027230, -122.50299714600)"
APN 0676009,1834 SUTTER ST,PL APPROVED,10/16/2014,2013.0419,,,N,,CIE,Construct new building on current school playard area; consolidate the school operations by moving from the Bush St facility into the new proposed building.,,0,0,0,0,-1,0,0,17816,9843,17816,9843,0,0,0,0,0,0,0,0,0,0,04/05/2013,SPERDUE,Cathy Inamasu,Cathy Inamasu,415-922-8898,Approved,01/01/41928 12:00:00 AM,,,CASE TRACKING,D5,Japantown,Western Addition,Western Addition,RM-3,"RESIDENTIAL- MIXED, MEDIUM DENSITY",40-X,-122.430674991,37.7867022354,"(37.78670223540, -122.43067499100)"
APN 3784007,510 TOWNSEND ST,PL FILED,08/08/2014,2014.0679,201503050110,,N,,MIPS,"The proposed project is to demolish the existing buildings on two adjoining lots (3,168 GSF of office and 20,455 GSF of warehouse in total) and construct a mixed-use building on the merged lot. The Townsend Street frontage is proposed at seven stories at",,0,0,0,0,0,0,0,299160,255082,0,0,0,0,299160,295992,0,-20455,0,-20455,0,0,08/08/2014,,"ARE - San Francisco No. 47, LLC",Greg Gehlen,321-3808,,01/01/41854 12:00:00 AM,,,CASE TRACKING,D6,Western SoMa (EN); South of Market,South of Market,South of Market,WMUO,WSOMA MIXED USE-OFFICE,85-X,-122.400482576,37.7734452282,"(37.77344522820, -122.40048257600)"
APN 4059010,851 TENNESSEE ST,PL FILED,06/11/2013,2013.0775,,,N,,Retail/Ent,Construct new school,,0,0,0,0,0,0,0,2709,2709,0,0,0,0,0,0,0,0,2709,2709,0,0,06/11/2013,CESPIRIT,Ahmad Larizadeh,Ahmad Larizadeh,415.716.9099,,,,,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,58-X,-122.389239052,37.7610224699,"(37.76102246990, -122.38923905200)"
APN 3786018,85 BLUXOME ST,CONSTRUCTION,08/03/2015,2013.0007,201404072588,,R,,MIPS,Project involves demolition of existing two-story masonry building and construction of a new five-story office building.,TO ERECT 5 STORIES OF OFFICE BUILDING - COMPLIANCE WITH MAHER ORDINANCE NO.155-13 REQUIRED ROUTE TO,0,0,0,0,-1,0,0,55000,5354,0,0,0,0,55000,33000,0,-27646,0,0,0,0,05/16/2013,BBENDIX,Ricardo Pimienta,K. Cyrus Sanandaji,760-214-8753,Approved,01/01/41690 12:00:00 AM,REINFORCING STE,01/01/42219 12:00:00 AM,CASE TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,WMUO,WSOMA MIXED USE-OFFICE,65-X,-122.397302321,37.776104956,"(37.77610495600, -122.39730232100)"
APN 0330004,33 POWELL ST,CONSTRUCTION,06/12/2015,,201410017815,TOURIST HOTEL/MOTEL,R,,Resident,,"UPGRADE THROUGHOUT. REMODEL BASEMENT, GROUND FLOOR LOBBY & MEZZANINE. REMODEL HOTEL ROOMS & INCREASE",0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,REINSPECT REQUI,01/01/42167 12:00:00 AM,PERMIT TRACKING,D3,Downtown,Downtown,Downtown/Civic Center,C-3-R,DOWNTOWN- RETAIL,80-130-F,-122.408148824,37.7848850007,"(37.78488500070, -122.40814882400)"
APN 0510029A,2151 LOMBARD ST,BP FILED,05/14/2015,2015-006764PRJ,201505146406,FOOD/BEVERAGE HNDLNG,R,,Resident,,CHANGE OF USE ON GROUND FLOOR ONLY. CONVERT (E) OFFICE TO NEW RESTAURANT.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,PERMIT TRACKING,D2,,Marina,Marina,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,-122.43681706,37.7994826041,"(37.79948260410, -122.43681706000)"
APN 3745009,360 SPEAR ST (aka 100 Harrison St),PL FILED,04/03/2015,2013.1511,,,R,,Mixed,Conditional Use Authorization request to change the use of a portion of enclosed parking to the Internet Service Exchange use already existing on site.  The project site would be renovated to meet the forecasted needs including installation of ten 2MW ge,,0,0,0,0,0,7480,0,159178,0,0,0,0,0,49992,49992,0,0,109186,-49992,0,0,10/17/2013,RSUCRE,,,,FILED,01/01/42097 12:00:00 AM,,,CASE TRACKING,D6,Rincon Hill,South of Market,South of Market,RH DTR,RINCON HILL DOWNTOWN RESIDENTIAL,105-X,-122.390114578,37.7889881892,"(37.78898818920, -122.39011457800)"
APN 2094005,3223 ORTEGA ST,CONSTRUCTION,05/20/2011,2008.0434,200810245075,LIBRARY,N,,CIE,"Demolish most of the existing library, move the site closer to Ortega Street, and build a new approximately 8,500 sq.ft. single story library in a P zone with an OS land designation.",CONSTRUCTION OF A NEW ONE STORY WOOD FRAME NON-RATED BRANCH LIBRARY.,0,0,0,0,-1,0,0,8500,8500,8500,8500,0,0,0,0,0,0,0,0,0,0,09/03/2008,,,,,Approved,,FLUES/VENTS/DUC,01/01/40683 12:00:00 AM,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,P,PUBLIC,40-X,-122.497311326,37.749680044,"(37.74968004400, -122.49731132600)"
APN 0654001F,2429 CALIFORNIA ST,BP FILED,08/23/2007,,200708230748,,,,Mixed,,"Site Permit. One story vertical addition over existing stucture, and one story horizontal addition to the rear for 2 retail spaces on the 1st floor, and 2 new office spaces on (n) 2nd floor.",0,0,0,0,0,0,0,5566,3553,0,0,0,0,2014,2014,0,0,3552,1539,0,0,,MWOODS,Christine Louie,Christine Louie,863-3888,,,,,CASE TRACKING,D2,Japantown,Western Addition,Western Addition,NCD,UPPER FILLMORE NEIGHBORHOOD COMMERCIAL DISTRICT,40-X,-122.43430672,37.7885365906,"(37.78853659060, -122.43430672000)"
APN 5576001,280 BAY SHORE BL,BP FILED,03/11/2009,,200903113911,FILLING/SERVICE STN,N,,PDR,,ERECT A 1 STORY BIOFUEL PRODUCTION & SALES BUILDING.,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,5000,5000,1000,1000,0,0,,,,,,,,,,PERMIT TRACKING,D9,Bayview Hunters Point; Bayshore Boulevard,Bernal Heights,Bayview,PDR-2,"PDR PRODUCTION, DISTRIBUTION, AND REPAIR",40-X,-122.405316534,37.7434952951,"(37.74349529510, -122.40531653400)"
APN 6360001,60 BURR AV,BP ISSUED,10/27/2011,2009.0047,201002236998,SWIMMING POOL,R,,CIE,,CONSTRUCTION OF A 1 STORY ATTACHED BUILDING TO ENCLOSE EXISTING SWIMMING POOL AND IMPROVEMENT TO EXI,0,0,0,0,-1,0,0,4624,4624,4624,4624,0,0,0,0,0,0,0,0,0,0,,,,,,,,ISSUED,01/01/40843 12:00:00 AM,PERMIT TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,-122.414208242,37.7093935865,"(37.70939358650, -122.41420824200)"
APN 3794006,701 03RD ST,PL FILED,04/23/2015,2014-002024PRJ,,,N,,Visitor,"Demolition of an existing Limited Restaurant (McDonald's) and new construction of an eleven (11) story hotel with ground floor retail, off-street parking, loading, and bicycle parking.  Open space at the ratio of one (1) sq ft for every 250 sq ft of buil",,0,0,0,0,0,0,0,103125,99925,0,0,0,0,0,0,0,0,2000,-1200,101125,101125,11/24/2014,RSUCRE,Stanton Architecture,,4158659600,FILED,01/01/42117 12:00:00 AM,,,CASE TRACKING,D6,East SoMa (EN),South of Market,South of Market,MUO,MIXED USE-OFFICE,105-F,-122.392256106,37.7788173955,"(37.77881739550, -122.39225610600)"
APN 1368049,4614 CALIFORNIA ST,BP FILED,01/23/2007,2002.0605,200701232361,,,,Mixed,"Demolition of 4620 and 4614 California Street, and the construction of a new pre-school and administration building.",TO ERECT FOUR STORY PRE-SCHOOL AND ADMINISTRATION NEW BUILDING,0,0,0,0,-1,0,0,21886,13686,10943,2743,0,0,10943,10943,0,0,0,0,0,0,05/28/2003,JIONIN,St. James,St. James,415-751-1,Approved,01/01/38008 12:00:00 AM,,,CASE TRACKING,D1,,Richmond,Inner Richmond,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,-122.467201438,37.7849391688,"(37.78493916880, -122.46720143800)"
APN 3931A001,200 POTRERO AVE,PL FILED,04/15/2015,2015-004756PRJ,,,R,,CIE,"New construction of a two-floor 30,034 gsf gym in a building adjacent to the Potrero Center.",,0,0,0,0,0,0,0,30034,13300,30034,30034,0,0,0,0,0,-16734,0,0,0,0,04/15/2015,SMENDRIN,"Reuben, Junius & Rose, LLP",,4155679000,FILED,01/01/42109 12:00:00 AM,,,CASE TRACKING,D10,Mission (EN),Mission,Mission,PDR-1-G,"PRODUCTION, DISTRIBUTION & REPAIR - 1 - GENERAL",68-X,-122.407991055,37.7667794976,"(37.76677949760, -122.40799105500)"
APN 3508001,855 STEVENSON ST,BP FILED,07/21/2015,2015-005689PRJ,201507212018,OFFICE,N,,MIPS,Construction of a new sky-bridge connecting the two buildings at 1355 Market Street and 875 Stevenson Street.,AN ELEVATED WALKWAY (SKYBRIDGE) CONNECTING 875 STEVENSON ST TO 1355 MARKET STREET AT THE 9TH FL OF BOTH BUILDING.,0,0,0,0,0,0,0,430,430,0,0,0,0,430,430,0,0,0,0,0,0,05/06/2015,LYEGAZU,"SRI Nine Market Square, LLC",,4157727110,CEQA,01/01/42193 12:00:00 AM,,,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,120-X,-122.416367818,37.7768922656,"(37.77689226560, -122.41636781800)"
